designation,bore_d,outer_d,width,load_rating,limiting_speed
PER.Z9504-2RSTFP,19.063,45.225,15.494,12.8,
PER.Z9504-2RSTFPC3F6,19.063,45.225,15.494,12.8,
PER.Z9504-2RSTFPC3F7,19.063,45.225,15.494,12.8,
PER.Z9504-2RSTFPC3F9,19.063,45.225,15.494,12.8,
PER.Z9504-2RSTLD,19.063,45.225,15.494,12.8,
R 8-2RS1/GJN,12.0,28.575,7.938,5.07,
R 8-2Z,12.0,28.575,7.938,5.07,28000.0
RLS 10,31.75,69.85,17.462,22.5,14000.0
RLS 10-2RS1,31.75,69.85,17.462,22.5,7000.0
RLS 10-2Z,31.75,69.85,17.462,22.5,10000.0
RLS 11,34.925,76.2,17.462,25.5,13000.0
RLS 12,38.1,82.55,19.05,30.7,11000.0
RLS 22,69.85,133.35,23.813,66.3,6700.0
RLS 4,12.7,33.338,9.525,7.28,32000.0
RLS 4-2Z,12.7,33.338,9.525,7.28,26000.0
RLS 5,15.875,39.688,11.112,9.56,24000.0
RLS 5-2RS1,15.875,39.688,11.112,9.56,12000.0
RLS 5-2Z,15.875,39.688,11.112,9.56,19000.0
RLS 6,19.05,47.625,14.288,12.7,20000.0
RLS 6-2RS1,19.05,47.625,14.288,12.7,10000.0
RLS 6-2Z,19.05,47.625,14.288,12.7,15000.0
RLS 7,22.225,50.8,14.288,14.0,19000.0
RLS 7-2RS1,22.225,50.8,14.288,14.0,9000.0
RLS 7-2Z,22.225,50.8,14.288,14.0,13000.0
RLS 8,25.4,57.15,15.875,17.8,17000.0
RLS 8-2RS1,25.4,57.15,15.875,17.8,8000.0
RLS 8-2Z,25.4,57.15,15.875,17.8,12000.0
RLS 9,28.575,63.5,15.875,20.3,15000.0
RLS 9-2RS1,28.575,63.5,15.875,20.3,7500.0
RLS 9-2Z,28.575,63.5,15.875,20.3,12000.0
RMS 10,31.75,79.375,22.225,33.2,12000.0
RMS 12,38.1,95.25,23.812,42.3,11000.0
RMS 13,41.275,101.6,23.812,55.3,9500.0
RMS 18,57.15,127.0,31.75,81.9,10000.0
RMS 36,114.3,238.125,50.8,203.0,5300.0
RMS 7,22.225,57.15,17.462,18.6,18000.0
RMS 8,25.4,63.5,19.05,22.5,16000.0
RMS 9,28.575,71.438,20.638,28.1,19000.0
W 6000,10.0,26.0,8.0,3.97,40000.0
W 6000-2RS1,10.0,26.0,8.0,3.97,19000.0
W 6000-2RS1/VP311,10.0,26.0,8.0,3.97,19000.0
W 6000-2Z,10.0,26.0,8.0,3.97,32000.0
W 6001,12.0,28.0,8.0,4.42,36000.0
W 6001-2RS1,12.0,28.0,8.0,4.42,16000.0
W 6001-2RS1/VP311,12.0,28.0,8.0,4.42,16000.0
W 6001-2Z,12.0,28.0,8.0,4.42,30000.0
W 6002,15.0,32.0,9.0,4.88,32000.0
W 6002-2RS1,15.0,32.0,9.0,4.88,14000.0
W 6002-2RS1/VP311,15.0,32.0,9.0,4.88,14000.0
W 6002-2RS1/W64,15.0,32.0,9.0,4.88,10100.0
W 6002-2Z,15.0,32.0,9.0,4.88,26000.0
W 6002-2Z/VT378,15.0,32.0,9.0,4.88,26000.0
W 6003,17.0,35.0,10.0,4.94,28000.0
W 6003-2RS1,17.0,35.0,10.0,4.94,13000.0
W 6003-2RS1/VP311,17.0,35.0,10.0,4.94,13000.0
W 6003-2Z,17.0,35.0,10.0,4.94,22000.0
W 6004,20.0,42.0,12.0,8.06,24000.0
W 6004-2RS1,20.0,42.0,12.0,8.06,11000.0
W 6004-2RS1/VP311,20.0,42.0,12.0,8.06,11000.0
W 6004-2Z,20.0,42.0,12.0,8.06,19000.0
W 6005,25.0,47.0,12.0,8.71,20000.0
W 6005-2RS1,25.0,47.0,12.0,8.71,9500.0
W 6005-2RS1/VP311,25.0,47.0,12.0,8.71,9500.0
W 6005-2Z,25.0,47.0,12.0,8.71,16000.0
W 6006,30.0,55.0,13.0,11.4,17000.0
W 6006-2RS1,30.0,55.0,13.0,11.4,8000.0
W 6006-2RS1/VP311,30.0,55.0,13.0,11.4,8000.0
W 6006-2Z,30.0,55.0,13.0,11.4,14000.0
W 6007,35.0,62.0,14.0,13.8,15000.0
W 6007-2RS1,35.0,62.0,14.0,13.8,6700.0
W 6007-2RS1/VP311,35.0,62.0,14.0,13.8,6700.0
W 6007-2Z,35.0,62.0,14.0,13.8,12000.0
W 6008,40.0,68.0,15.0,14.6,14000.0
W 6008-2RS1,40.0,68.0,15.0,14.6,6300.0
W 6008-2RS1/VP311,40.0,68.0,15.0,14.6,6300.0
W 6008-2Z,40.0,68.0,15.0,14.6,11000.0
W 6009-2RS1,45.0,75.0,16.0,18.2,5600.0
W 6009-2Z,45.0,75.0,16.0,18.2,10000.0
W 6010-2RS1,50.0,80.0,16.0,19.0,5000.0
W 6010-2Z,50.0,80.0,16.0,19.0,9000.0
W 604,4.0,12.0,4.0,0.54,80000.0
W 604-2RS1,4.0,12.0,4.0,0.54,36000.0
W 604-2Z,4.0,12.0,4.0,0.54,63000.0
W 605,5.0,14.0,5.0,0.761,67000.0
W 605-2RS1,5.0,14.0,5.0,0.761,30000.0
W 605-2Z,5.0,14.0,5.0,0.761,53000.0
W 606-2RS1,6.0,17.0,6.0,1.95,26000.0
W 606-2Z,6.0,17.0,6.0,1.95,48000.0
W 607,7.0,19.0,6.0,1.53,56000.0
W 607-2RS1,7.0,19.0,6.0,1.53,24000.0
W 607-2RS1/VT378,7.0,19.0,6.0,1.53,24000.0
W 607-2Z,7.0,19.0,6.0,1.53,43000.0
W 608,8.0,22.0,7.0,1.99,48000.0
W 608 R,8.0,22.0,7.0,1.99,48000.0
W 608 R-2Z,8.0,22.0,7.0,1.99,38000.0
W 608-2RS1,8.0,22.0,7.0,1.99,22000.0
W 608-2RS1/VP311,8.0,22.0,7.0,1.99,22000.0
W 608-2Z,8.0,22.0,7.0,1.99,38000.0
W 609,9.0,24.0,7.0,2.03,43000.0
W 609-2RS1,9.0,24.0,7.0,2.03,20000.0
W 609-2RS1/VT378,9.0,24.0,7.0,2.03,20000.0
W 609-2Z,9.0,24.0,7.0,2.03,36000.0
W 617/2,2.0,4.0,1.2,0.068,130000.0
W 617/6 R,6.0,10.0,2.5,0.286,75000.0
W 61700,10.0,15.0,3.0,0.488,56000.0
W 61700 X-2RS1,10.0,15.0,4.0,0.488,24000.0
W 61700 XR-2RS1,10.0,15.0,4.0,0.488,24000.0
W 61701-2RS1,12.0,18.0,4.0,0.527,22000.0
W 61702-2RS1,15.0,21.0,4.0,0.527,19000.0
W 61703,17.0,23.0,4.0,0.559,38000.0
W 61703-2RS1,17.0,23.0,4.0,0.559,17000.0
W 61704,20.0,27.0,4.0,0.585,32000.0
W 61704-2ZS,20.0,27.0,4.0,0.585,26000.0
W 61705,25.0,32.0,4.0,0.618,26000.0
W 61705-2RS1,25.0,32.0,4.0,0.618,12000.0
W 61706-2RZ,30.0,37.0,4.0,0.65,18000.0
W 61707-2RS1,35.0,44.0,5.0,1.06,8500.0
W 61708-2RS1,40.0,50.0,6.0,1.43,7500.0
W 618/1,1.0,3.0,1.0,0.052,150000.0
W 618/1.5,1.5,4.0,1.2,0.062,140000.0
W 618/2,2.0,5.0,1.5,0.094,120000.0
W 618/3,3.0,7.0,2.0,0.178,100000.0
W 618/4,4.0,9.0,2.5,0.364,85000.0
W 618/5,5.0,11.0,3.0,0.403,75000.0
W 618/6,6.0,13.0,3.5,0.618,67000.0
W 618/6 R,6.0,13.0,3.5,0.618,67000.0
W 618/7,7.0,14.0,3.5,0.663,63000.0
W 618/7 R,7.0,14.0,3.5,0.663,63000.0
W 618/8,8.0,16.0,4.0,0.715,56000.0
W 618/8-2Z,8.0,16.0,4.0,0.715,45000.0
W 618/9,9.0,17.0,4.0,0.761,53000.0
W 61800,10.0,19.0,5.0,1.48,48000.0
W 61800-2RS1,10.0,19.0,5.0,1.48,22000.0
W 61800-2Z,10.0,19.0,5.0,1.48,38000.0
W 61801,12.0,21.0,5.0,1.51,43000.0
W 61801 R,12.0,21.0,5.0,1.51,43000.0
W 61801-2RS1,12.0,21.0,5.0,1.51,20000.0
W 61801-2RS1/VT378,12.0,21.0,5.0,1.51,20000.0
W 61801-2Z,12.0,21.0,5.0,1.51,36000.0
W 61802 R,15.0,24.0,5.0,1.65,38000.0
W 61802-2RS1,15.0,24.0,5.0,1.65,17000.0
W 61802-2Z,15.0,24.0,5.0,1.65,30000.0
W 61803-2RS1,17.0,26.0,5.0,1.78,16000.0
W 61803-2RZ,17.0,26.0,5.0,1.78,28000.0
W 61803-2Z,17.0,26.0,5.0,1.78,28000.0
W 61804-2RS1,20.0,32.0,7.0,3.12,13000.0
W 61804-2RS1/VT378,20.0,32.0,7.0,3.12,13000.0
W 61804-2RZ,20.0,32.0,7.0,3.12,24000.0
W 61804-2Z,20.0,32.0,7.0,3.12,24000.0
W 61805-2RS1,25.0,37.0,7.0,3.38,11000.0
W 61805-2RZ,25.0,37.0,7.0,3.38,19000.0
W 61805-2Z,25.0,37.0,7.0,3.38,19000.0
W 61806-2RS1,30.0,42.0,7.0,3.58,9500.0
W 61806-2RZ,30.0,42.0,7.0,3.58,17000.0
W 61807-2RS1,35.0,47.0,7.0,3.71,8500.0
W 61807-2RZ,35.0,47.0,7.0,3.71,15000.0
W 61807-2Z,35.0,47.0,7.0,3.71,15000.0
W 61808-2RS1,40.0,52.0,7.0,3.9,7500.0
W 61809-2RZ,45.0,58.0,7.0,4.94,12000.0
W 61810-2RS1,50.0,65.0,7.0,5.07,6000.0
W 61811-2RS1,55.0,72.0,9.0,7.15,5300.0
W 619/2,2.0,6.0,2.3,0.19,110000.0
W 619/2.5,2.5,7.0,2.5,0.221,100000.0
W 619/3-2Z,3.0,8.0,3.0,0.225,75000.0
W 619/4,4.0,11.0,4.0,0.54,80000.0
W 619/4-2Z,4.0,11.0,4.0,0.54,63000.0
W 619/5,5.0,13.0,4.0,0.761,70000.0
W 619/5-2RS1,5.0,13.0,4.0,0.761,32000.0
W 619/5-2Z,5.0,13.0,4.0,0.761,56000.0
W 619/6,6.0,15.0,5.0,0.761,63000.0
W 619/6 R-2Z,6.0,15.0,5.0,0.761,50000.0
W 619/6 X-2RS1,6.0,16.0,5.0,0.761,30000.0
W 619/6 X-2Z,6.0,16.0,5.0,0.761,50000.0
W 619/6-2RS1,6.0,15.0,5.0,0.761,30000.0
W 619/6-2Z,6.0,15.0,5.0,0.761,50000.0
W 619/7,7.0,17.0,5.0,0.923,56000.0
W 619/7-2Z,7.0,17.0,5.0,0.923,45000.0
W 619/8,8.0,19.0,6.0,1.25,53000.0
W 619/8 R-2Z,8.0,19.0,6.0,1.25,43000.0
W 619/8-2RS1,8.0,19.0,6.0,1.25,24000.0
W 619/8-2Z,8.0,19.0,6.0,1.25,43000.0
W 619/9,9.0,20.0,6.0,1.95,50000.0
W 619/9-2Z,9.0,20.0,6.0,1.95,40000.0
W 61900,10.0,22.0,6.0,2.34,45000.0
W 61900 R-2Z,10.0,22.0,6.0,2.34,36000.0
W 61900-2RS1,10.0,22.0,6.0,2.34,20000.0
W 61900-2Z,10.0,22.0,6.0,2.34,36000.0
W 61900-2Z/VT378,10.0,22.0,6.0,2.34,36000.0
W 61901,12.0,24.0,6.0,2.51,40000.0
W 61901 R-2RS1,12.0,24.0,6.0,2.51,19000.0
W 61901-2RS1,12.0,24.0,6.0,2.51,19000.0
W 61901-2RS1/VT378,12.0,24.0,6.0,2.51,19000.0
W 61901-2Z,12.0,24.0,6.0,2.51,32000.0
W 61902,15.0,28.0,7.0,3.71,34000.0
W 61902-2RS1,15.0,28.0,7.0,3.71,16000.0
W 61902-2Z,15.0,28.0,7.0,3.71,28000.0
W 61903,17.0,30.0,7.0,3.97,32000.0
W 61903-2RS1,17.0,30.0,7.0,3.97,14000.0
W 61903-2Z,17.0,30.0,7.0,3.97,24000.0
W 61904,20.0,37.0,9.0,5.53,26000.0
W 61904-2RS1,20.0,37.0,9.0,5.53,12000.0
W 61905-2RS1,25.0,42.0,9.0,6.05,10000.0
W 61905-2RS1/VT378,25.0,42.0,9.0,6.05,10000.0
W 61906,30.0,47.0,9.0,6.24,19000.0
W 61906-2RS1,30.0,47.0,9.0,6.24,8500.0
W 61907-2RS1,35.0,55.0,10.0,9.36,7500.0
W 61907-2Z,35.0,55.0,10.0,9.36,13000.0
W 61908-2RS1,40.0,62.0,12.0,11.9,6700.0
W 61909-2RS1,45.0,68.0,12.0,12.1,6000.0
W 6200,10.0,30.0,9.0,4.36,36000.0
W 6200-2RS1,10.0,30.0,9.0,4.36,16000.0
W 6200-2RS1/VP311,10.0,30.0,9.0,4.36,16000.0
W 6200-2Z,10.0,30.0,9.0,4.36,30000.0
W 6201,12.0,32.0,10.0,5.72,34000.0
W 6201-2RS1,12.0,32.0,10.0,5.72,15000.0
W 6201-2RS1/VP311,12.0,32.0,10.0,5.72,15000.0
W 6201-2Z,12.0,32.0,10.0,5.72,28000.0
W 6202,15.0,35.0,11.0,6.37,30000.0
W 6202-2RS1,15.0,35.0,11.0,6.37,13000.0
W 6202-2RS1/VP311,15.0,35.0,11.0,6.37,13000.0
W 6202-2Z,15.0,35.0,11.0,6.37,24000.0
W 6202-2Z/VT378,15.0,35.0,11.0,6.37,24000.0
W 6203,17.0,40.0,12.0,8.06,26000.0
W 6203-2RS1,17.0,40.0,12.0,8.06,12000.0
W 6203-2RS1/VP311,17.0,40.0,12.0,8.06,12000.0
W 6203-2RS1/W64,17.0,40.0,12.0,8.06,9600.0
W 6203-2Z,17.0,40.0,12.0,8.06,20000.0
W 6204,20.0,47.0,14.0,10.8,22000.0
W 6204-2RS1,20.0,47.0,14.0,10.8,10000.0
W 6204-2RS1/VP311,20.0,47.0,14.0,10.8,10000.0
W 6204-2Z,20.0,47.0,14.0,10.8,17000.0
W 6205,25.0,52.0,15.0,11.7,19000.0
W 6205-2RS1,25.0,52.0,15.0,11.7,8500.0
W 6205-2RS1/C3,25.0,52.0,15.0,11.7,8500.0
W 6205-2RS1/VP311,25.0,52.0,15.0,11.7,8500.0
W 6205-2Z,25.0,52.0,15.0,11.7,15000.0
W 6206,30.0,62.0,16.0,16.5,16000.0
W 6206-2RS1,30.0,62.0,16.0,16.5,7000.0
W 6206-2RS1/VP311,30.0,62.0,16.0,16.5,7000.0
W 6206-2Z,30.0,62.0,16.0,16.5,13000.0
W 6207,35.0,72.0,17.0,22.1,14000.0
W 6207-2RS1,35.0,72.0,17.0,22.1,6000.0
W 6207-2RS1/VP311,35.0,72.0,17.0,22.1,6000.0
W 6207-2Z,35.0,72.0,17.0,22.1,11000.0
W 6208,40.0,80.0,18.0,25.1,12000.0
W 6208-2RS1,40.0,80.0,18.0,25.1,5600.0
W 6208-2RS1/VP311,40.0,80.0,18.0,25.1,5600.0
W 6208-2Z,40.0,80.0,18.0,25.1,10000.0
W 6209-2RS1,45.0,85.0,19.0,28.1,5000.0
W 6209-2Z,45.0,85.0,19.0,28.1,9000.0
W 6210,50.0,90.0,20.0,30.2,10000.0
W 6210-2RS1,50.0,90.0,20.0,30.2,4800.0
W 6210-2RS1/VT378,50.0,90.0,20.0,30.2,4800.0
W 6210-2Z,50.0,90.0,20.0,30.2,8500.0
W 623,3.0,10.0,4.0,0.358,90000.0
W 623 R-2Z,3.0,10.0,4.0,0.358,70000.0
W 623-2RS1,3.0,10.0,4.0,0.358,40000.0
W 623-2Z,3.0,10.0,4.0,0.358,70000.0
W 624-2RS1,4.0,13.0,5.0,0.741,32000.0
W 624-2Z,4.0,13.0,5.0,0.741,56000.0
W 625,5.0,16.0,5.0,1.43,63000.0
W 625-2RS1,5.0,16.0,5.0,1.43,28000.0
W 625-2Z,5.0,16.0,5.0,1.43,50000.0
W 625-2Z/VT378,5.0,16.0,5.0,1.43,50000.0
W 626,6.0,19.0,6.0,1.53,56000.0
W 626 R-2Z,6.0,19.0,6.0,1.53,43000.0
W 626-2RS1,6.0,19.0,6.0,1.53,24000.0
W 626-2Z,6.0,19.0,6.0,1.53,43000.0
W 627,7.0,22.0,7.0,1.99,48000.0
W 627-2RS1,7.0,22.0,7.0,1.99,22000.0
W 627-2Z,7.0,22.0,7.0,1.99,38000.0
W 627/3 R-2Z,3.0,6.0,2.5,0.117,85000.0
W 627/3-2Z,3.0,6.0,2.5,0.117,85000.0
W 627/4 R-2Z,4.0,7.0,2.5,0.143,75000.0
W 627/4-2Z,4.0,7.0,2.5,0.143,75000.0
W 627/5 R-2Z,5.0,8.0,2.5,0.121,70000.0
W 627/5-2Z,5.0,8.0,2.5,0.121,70000.0
W 627/5-2ZS,5.0,8.0,2.5,0.121,70000.0
W 627/6 R-2Z,6.0,10.0,3.0,0.286,60000.0
W 627/6 X,6.0,12.0,3.0,0.403,70000.0
W 627/6-2Z,6.0,10.0,3.0,0.286,60000.0
W 628-2Z,8.0,24.0,8.0,2.47,36000.0
W 628/5 R-2Z,5.0,11.0,4.0,0.403,60000.0
W 628/5-2RS1,5.0,11.0,4.0,0.403,34000.0
W 628/5-2Z,5.0,11.0,4.0,0.403,60000.0
W 628/6 R-2Z,6.0,13.0,5.0,0.618,53000.0
W 628/6-2RS1,6.0,13.0,5.0,0.618,30000.0
W 628/6-2Z,6.0,13.0,5.0,0.618,53000.0
W 628/7 R-2Z,7.0,14.0,5.0,0.663,50000.0
W 628/7-2Z,7.0,14.0,5.0,0.663,50000.0
W 628/8 R-2Z,8.0,16.0,5.0,0.715,45000.0
W 628/8-2RS1,8.0,16.0,5.0,0.715,26000.0
W 628/8-2Z,8.0,16.0,5.0,0.715,45000.0
W 628/8-2Z/VT378,8.0,16.0,5.0,0.715,45000.0
W 628/9-2RS1,9.0,17.0,5.0,0.761,24000.0
W 628/9-2Z,9.0,17.0,5.0,0.761,43000.0
W 629-2RS1,9.0,26.0,8.0,3.97,19000.0
W 629-2Z,9.0,26.0,8.0,3.97,32000.0
W 630/2.5-2Z,2.5,8.0,4.0,0.312,80000.0
W 6300-2RS1,10.0,35.0,11.0,7.02,15000.0
W 6300-2Z,10.0,35.0,11.0,7.02,26000.0
W 6301,12.0,37.0,12.0,8.32,30000.0
W 6301-2RS1,12.0,37.0,12.0,8.32,14000.0
W 6301-2RS1/VT378,12.0,37.0,12.0,8.32,14000.0
W 6301-2Z,12.0,37.0,12.0,8.32,24000.0
W 6302,15.0,42.0,13.0,9.95,26000.0
W 6302-2RS1,15.0,42.0,13.0,9.95,11000.0
W 6302-2Z,15.0,42.0,13.0,9.95,20000.0
W 6303,17.0,47.0,14.0,11.7,22000.0
W 6303-2RS1,17.0,47.0,14.0,11.7,10000.0
W 6303-2Z,17.0,47.0,14.0,11.7,18000.0
W 6304,20.0,52.0,15.0,13.8,20000.0
W 6304-2RS1,20.0,52.0,15.0,13.8,9500.0
W 6304-2RS1/VT378,20.0,52.0,15.0,13.8,9500.0
W 6304-2Z,20.0,52.0,15.0,13.8,17000.0
W 6305,25.0,62.0,17.0,17.8,17000.0
W 6305-2RS1,25.0,62.0,17.0,17.8,7500.0
W 6305-2Z,25.0,62.0,17.0,17.8,13000.0
W 6306,30.0,72.0,19.0,22.9,14000.0
W 6306-2RS1,30.0,72.0,19.0,22.9,6300.0
W 6306-2Z,30.0,72.0,19.0,22.9,11000.0
W 6307-2RS1,35.0,80.0,21.0,28.6,5600.0
W 634-2RS1,4.0,16.0,5.0,0.761,30000.0
W 634-2Z,4.0,16.0,5.0,0.761,50000.0
W 635-2RS1,5.0,19.0,6.0,2.03,24000.0
W 635-2Z,5.0,19.0,6.0,2.03,43000.0
W 637/3-2Z,3.0,6.0,3.0,0.117,85000.0
W 637/4 X-2Z,4.0,8.0,3.0,0.225,75000.0
W 637/5 X-2Z,5.0,9.0,3.0,0.247,67000.0
W 637/8 R-2Z,8.0,12.0,3.5,0.312,53000.0
W 637/8-2Z,8.0,12.0,3.5,0.312,53000.0
W 638/1.5-2Z,1.5,4.0,2.0,0.062,110000.0
W 638/2 X-2Z,2.0,5.0,2.5,0.094,100000.0
W 638/2-2Z,2.0,5.0,2.3,0.094,100000.0
W 638/2.5-2Z,2.5,6.0,2.6,0.117,85000.0
W 638/3-2RS1,3.0,7.0,3.0,0.178,45000.0
W 638/3-2Z,3.0,7.0,3.0,0.178,80000.0
W 638/4 R-2Z,4.0,9.0,4.0,0.364,70000.0
W 638/4 X-2Z,4.0,10.0,4.0,0.553,63000.0
W 638/4-2Z,4.0,9.0,4.0,0.364,70000.0
W 638/5 R-2Z,5.0,11.0,5.0,0.403,60000.0
W 638/5-2Z,5.0,11.0,5.0,0.403,60000.0
W 638/8 R-2Z,8.0,16.0,6.0,0.715,45000.0
W 638/8-2Z,8.0,16.0,6.0,0.715,45000.0
W 638/9-2Z,9.0,17.0,6.0,0.761,43000.0
W 63800 R-2Z,10.0,19.0,7.0,1.48,38000.0
W 63800-2Z,10.0,19.0,7.0,1.48,38000.0
W 63801-2RS1,12.0,21.0,7.0,1.51,20000.0
W 639/2-2Z,2.0,6.0,3.0,0.19,90000.0
W 639/3-2RS1,3.0,8.0,4.0,0.319,43000.0
W 639/3-2Z,3.0,8.0,4.0,0.319,75000.0
WBB1-8705-2Z,5.0,10.0,4.0,0.247,67000.0
WBB1-8706 R-2Z,6.0,12.0,4.0,0.403,56000.0
WBB1-8706-2RS1,6.0,12.0,4.0,0.403,32000.0
WBB1-8706-2Z,6.0,12.0,4.0,0.403,56000.0
WBB1-8708-2RS1,8.0,14.0,4.0,0.462,28000.0
WBB1-8708-2Z,8.0,14.0,4.0,0.462,48000.0
